   2.1348243e+00   1.9600536e+00
   2.2471435e+00   2.4492380e+00
   1.2584395e+00   2.0918517e+00
   1.4898678e+00   2.1453951e+00
   3.2401168e+00   2.3956740e+00
   2.4553940e+00   2.8514366e+00
   3.1390371e+00   1.3839811e+00
   2.9272627e+00   2.4565204e+00
   2.6241861e+00   2.2867819e+00
   2.9849867e+00   2.4927746e+00
   2.2414782e+00   2.8933664e+00
   2.1488093e+00   2.8373261e+00
   2.5292307e+00   3.9721989e+00
   2.6037871e+00   2.7141134e+00
   2.5307871e+00   2.8749839e+00
   2.3098289e+00   2.2153423e+00
   1.7765025e+00   2.0564724e+00
   2.0548293e+00   2.2199761e+00
   2.5643682e+00   2.0508312e+00
   1.8550185e+00   3.3936676e+00
   2.6307754e+00   1.4166675e+00
   2.2377124e+00   1.0728505e+00
   2.5870584e+00   1.4296594e+00
   3.4627687e+00   3.0857932e+00
   3.0211915e+00   2.9689304e+00
   2.4846456e+00   3.5995139e+00
   2.8515115e+00   3.4008520e+00
   2.6968832e+00   3.5266523e+00
   2.7744124e+00   2.6255616e+00
   3.2220554e+00   2.5318368e+00
   2.7772888e+00   2.3654566e+00
   2.6419547e+00   3.2489903e+00
   2.8362689e+00   4.3945406e+00
   2.9356453e+00   3.3637860e+00
   3.1637338e+00   2.6134679e+00
   2.6189456e+00   3.4183169e+00
   3.1269270e+00   2.4358348e+00
   2.4092757e+00   2.2706672e+00
   1.8537059e+00   2.1946331e+00
   1.7296068e+00   2.3756145e+00
   1.8456791e+00   2.8891279e+00
   1.4517033e+00   2.6115313e+00
   1.7534951e+00   1.3583719e+00
   1.9096303e+00   8.3552274e-01
   2.0229206e+00   2.4509657e+00
   1.9681084e+00   1.0821807e+00
   2.3056676e+00   2.0333785e+00
   2.0546588e+00   2.0177397e+00
   2.9070077e+00   3.1135840e+00
   2.1560119e+00   1.9653929e+00
   2.9022469e+00   1.7463385e+00
   1.6384393e+00   2.1179048e+00
   2.2632735e+00   2.1229024e+00
   1.8698746e+00   2.0350226e+00
   2.3000713e+00   1.6957097e+00
   2.2969654e+00   1.3887033e+00
   9.0698919e-01   2.1582502e+00
   1.3364784e+00   1.3285654e+00
   1.2794932e+00   1.4839078e+00
   2.2009222e+00   2.6656079e+00
   2.7351006e+00   1.7905484e+00
   1.8365929e+00   1.9298391e+00
   2.4061615e+00   2.4499112e+00
   2.2727701e+00   1.8499445e+00
   1.4741838e+00   2.5146829e+00
   2.1987335e+00   1.8274670e+00
   1.6240526e+00   2.5064009e+00
   2.7581334e+00   2.3146673e+00
   1.9837167e+00   1.8934925e+00
   2.8179998e+00   1.5671513e+00
   1.7874708e+00   1.4784458e+00
   2.2947167e+00   1.8649656e+00
   1.9686044e+00   1.7809293e+00
   9.8902053e-01   1.7956628e+00
   1.5089342e+00   2.4917726e+00
   2.3062556e+00   1.8511514e+00
   1.9725569e+00   2.5718395e+00
   1.4406340e+00   1.7341899e+00
   1.6868107e+00   2.4862829e+00
   2.1247589e+00   1.7388748e+00
   1.5034905e+00   2.0882889e+00
   2.4874751e+00   2.4853689e+00
   1.6796452e+00   1.7930139e+00
   2.9044313e+00   1.7808647e+00
   1.4600669e+00   3.0016953e+00
   2.0995947e+00   2.4754967e+00
   1.2394867e+00   1.7839981e+00
   1.6381844e+00   2.3244704e+00
   1.7033748e+00   1.8199618e+00
   2.2006682e+00   2.3529425e+00
   2.4710667e+00   2.7079245e+00
   2.1502430e+00   1.1977422e+00
   1.8134647e+00   2.5144265e+00
   2.4077443e+00   2.7289839e+00
   2.3994435e+00   2.0237357e+00
   2.0601026e+00   2.8731284e+00
   2.2856238e+00   2.0776938e+00
   2.2063980e+00   1.3814402e+00
   1.5065191e+00   9.0325286e-01
   2.3797842e+00   1.8332965e+00
   1.6713994e+00   2.3567717e+00
   1.6980408e+00   2.1587039e+00
   2.0884734e+00   2.2068052e+00
   1.8462483e+00   1.7114572e+00
   1.9340898e+00   2.0720009e+00
   2.2976788e+00   1.1806671e+00
   2.5234164e+00   1.6199550e+00
   1.9010207e+00   1.5906035e+00
   2.1638391e+00   2.2598644e+00
   1.8808492e+00   1.9929200e+00
   2.1147984e+00   1.4222353e+00
   2.2199990e+00   1.9952375e+00
   1.6915670e+00   1.6550947e+00
   2.1374184e+00   1.6666504e+00
   2.3005510e+00   2.4320747e+00
   2.0461540e+00   2.0567097e+00
   2.8649207e+00   2.1991814e+00
   1.6957213e+00   2.4419849e+00
   1.6314701e+00   2.0901288e+00
   1.1250603e+00   2.2754273e+00
   2.4552413e+00   2.3414821e+00
   2.4335413e+00   2.5853043e+00
   3.1903442e+00   3.9542562e+00
   3.5648931e+00   3.0611154e+00
   3.0090434e+00   3.5235166e+00
   2.9808522e+00   2.8865399e+00
   3.6805339e+00   2.9187490e+00
   2.7961153e+00   3.3450259e+00
   2.9988580e+00   3.2778784e+00
   3.3679468e+00   2.4398725e+00
   3.0599235e+00   2.2336535e+00
   3.5619734e+00   2.4510661e+00
   3.4136486e+00   2.2921133e+00
   3.1166281e+00   3.0297853e+00
   2.6889206e+00   2.7943745e+00
   3.2266784e+00   2.8159946e+00
   2.4469515e+00   2.3195184e+00
   3.0977899e+00   3.3897837e+00
   3.3233755e+00   3.2197056e+00
   3.0852167e+00   2.9551888e+00
   3.3518709e+00   3.5105901e+00
   3.8155505e+00   2.5630103e+00
   3.3695730e+00   3.2073501e+00
   3.1067670e+00   3.1742206e+00
   3.2566646e+00   3.1746272e+00
   3.1701941e+00   2.6353764e+00
   2.4741106e+00   3.1634201e+00
   2.8334355e+00   2.7425592e+00
   3.4898751e+00   2.5517769e+00
   2.9825663e+00   2.3983659e+00
   3.2329693e+00   3.5189078e+00
   2.5974000e+00   2.5770279e+00
   3.0258067e+00   2.9135431e+00
   3.1152912e+00   2.7613087e+00
   2.3623265e+00   2.3310117e+00
   3.0440875e+00   3.0151495e+00
   3.3148267e+00   3.4265434e+00
   2.9991093e+00   3.2021267e+00
   3.0372435e+00   2.6496899e+00
   2.8487372e+00   2.1847286e+00
   2.4069296e+00   3.7300066e+00
   2.9824726e+00   4.0250214e+00
   3.3843301e+00   3.0602503e+00
   3.6952980e+00   2.5050492e+00
   2.8279175e+00   3.5988857e+00
   2.3490709e+00   2.7036719e+00
   3.0665390e+00   2.7650953e+00
   3.1505064e+00   3.4431887e+00
   2.9092198e+00   2.3073901e+00
   2.5404351e+00   2.0216230e+00
   3.8097330e+00   3.2103419e+00
   2.0561906e+00   3.2003690e+00
   2.7960112e+00   3.0475711e+00
   2.4713498e+00   3.2483422e+00
   2.7455487e+00   3.5411203e+00
   3.1271406e+00   3.4852239e+00
   3.0552192e+00   2.7157152e+00
   2.7157060e+00   3.4049860e+00
